timestamp,fear_greed,classification,btc_price,btc_return_1d,btc_return_7d,fg_change,future_7d,future_14d,future_30d
2024-04-16,65,Greed,49271.489661152875,0.018888896769609476,-0.06131038698973579,-9.0,-0.04344297633339478,-0.054273203578682705,-0.01858529772921813
2024-04-17,67,Greed,49503.75941764896,0.004714080253985342,-0.07626007509753086,2.0,-0.03932659802435312,-0.036360104999565546,0.01484594378617543
2024-04-18,57,Greed,49382.04296644349,-0.0024587314708480745,-0.04992686767208854,-10.0,-0.07897281512357524,-0.05380369083087888,0.016933856006874803
2024-04-19,66,Greed,49031.798169979906,-0.007092553799395995,-0.061953911533545125,9.0,-0.06445905308617961,-0.05396700061715942,0.06476284192449921
2024-04-20,66,Greed,47240.88779998304,-0.03652548829207258,-0.05007616871210163,0.0,-0.0378996023834165,-0.009511261708448071,0.033292338154474965
2024-04-21,72,Greed,46411.52385709927,-0.01755606174031432,-0.0351216636087095,6.0,-0.03683293266111787,0.03325085441485198,0.07388589834800974
2024-04-22,73,Greed,45897.58652463418,-0.011073485413827466,-0.0508803038008655,1.0,-0.010707899506085972,0.03279743074369468,0.08880946390461841
2024-04-23,71,Greed,47130.989501892305,0.02687293756930198,-0.04344297633339478,-2.0,-0.011322092648250348,0.001577564926845021,0.05291351551246515
2024-04-24,72,Greed,47556.94497033679,0.009037694157203902,-0.03932659802435312,1.0,0.0030879308396454253,-0.03437539289226588,0.046393029503978944
2024-04-25,72,Greed,45482.2040168301,-0.043626455711164636,-0.07897281512357524,0.0,0.02732723279614513,-0.02003980991088916,0.040301899822559495
2024-04-26,70,Greed,45871.25488883033,0.008553914226677728,-0.06445905308617961,-2.0,0.011214958045002277,-0.008149001294439184,0.026326004995049113
2024-04-27,67,Greed,45450.47693612409,-0.009173020309254709,-0.0378996023834165,-3.0,0.02950663022829514,0.035455098012825204,0.04559011690678583
2024-04-28,65,Greed,44702.05132417087,-0.016466837366856613,-0.03683293266111787,-2.0,0.07276389470998335,0.05140290408021819,0.10290344719345623
2024-04-29,67,Greed,45406.11978055651,0.015750249385198645,-0.010707899506085972,2.0,0.04397622322877148,0.061568647102459906,0.07227410418314384
2024-04-30,67,Greed,46597.368072148165,0.026235412700949645,-0.011322092648250348,0.0,0.013047381234246425,0.04428312306042281,0.02426348177911808
2024-05-01,54,Neutral,47703.79752735001,0.0237444624230434,0.0030879308396454253,-13.0,-0.03734799570417724,0.004106106621093453,-0.011544165057149947
2024-05-02,43,Fear,46725.10679407979,-0.02051599210123911,0.02732723279614513,-11.0,-0.04610706422929356,0.03489895848381619,0.032758215412498126
2024-05-03,48,Neutral,46385.699087880166,-0.0072639257454329975,0.011214958045002277,5.0,-0.01914920184416391,0.08306418648531877,0.04938473560197543
2024-05-04,67,Greed,46791.567352777965,0.008749857669038574,0.02950663022829514,19.0,0.005777979091995622,0.07323336687462234,0.02702474639725838
2024-05-05,69,Greed,47954.746680043114,0.02485873829563201,0.07276389470998335,2.0,-0.019912108093030234,0.08867714623676393,0.0154731974040343
2024-05-06,71,Greed,47402.9094399786,-0.011507458140617599,0.04397622322877148,2.0,0.016851364506443867,0.029760577737224292,0.030301538881651657
2024-05-07,68,Greed,47205.34169789799,-0.00416784000000614,0.013047381234246425,-3.0,0.03083344610014227,0.05582714155420465,0.06018528240958476
2024-05-08,64,Greed,45922.1563022256,-0.027183054915361993,-0.03734799570417724,-4.0,0.04306239652572508,0.08822691707925778,0.07122691196690423
2024-05-09,55,Greed,44570.74929400455,-0.02942821324258149,-0.04610706422929356,-9.0,0.08492150395018938,0.11339514439560516,0.09521770083844983
2024-05-10,66,Greed,45497.4499733637,0.020791678265184688,-0.01914920184416391,11.0,0.10420890569866592,0.09375922717863161,0.0629288708996587
2024-05-11,53,Neutral,47061.92805062402,0.03438606071716621,0.005777979091995622,-13.0,0.06706787102609346,0.005382167851880615,-0.009490176944590867
2024-05-12,56,Greed,46999.866580576214,-0.0013187192411888704,-0.019912108093030234,3.0,0.11079542480471893,0.0016807535708895927,-0.0003446052127159538
2024-05-13,57,Greed,48201.71314561762,0.02557127610098564,0.016851364506443867,1.0,0.012695280432697631,-0.01408961649256657,-0.018421874377288816
2024-05-14,66,Greed,48660.84505677892,0.009525219773294236,0.03083344610014227,9.0,0.024246104497888332,0.013176948417557455,-0.027074311864107692
2024-05-15,64,Greed,47899.67440622837,-0.0156423639922898,0.04306239652572508,-2.0,0.043299922136938784,0.016453807164040102,-0.016917805813179032
2024-05-16,70,Greed,48355.76435623826,0.009521775579138136,0.08492150395018938,6.0,0.02624488531358593,-0.012982565807289959,-0.06016312130448087
2024-05-17,74,Greed,50238.68944716772,0.03893899964144709,0.10420890569866592,4.0,-0.009463497773025464,-0.061418648979113755,-0.10445114576347414
2024-05-18,73,Greed,50218.271371362556,-0.00040642134637369765,0.06706787102609346,-1.0,-0.05780860322867354,-0.03908006807397757,-0.11131826983483839
2024-05-19,72,Greed,52207.236764136265,0.039606408951542216,0.11079542480471893,-1.0,-0.09823111330604561,-0.0676303211955056,-0.16189615224527665
2024-05-20,70,Greed,48813.64741133768,-0.06500227867125519,0.012695280432697631,-2.0,-0.026449117955620105,-0.015519221723732657,-0.10680056753939626
2024-05-21,76,Extreme Greed,49840.680990981135,0.021039886058686674,0.024246104497888332,6.0,-0.01080712538883144,-0.02295155335666965,-0.11593718403719688
2024-05-22,76,Extreme Greed,49973.72657840278,0.002669417527535689,0.043299922136938784,0.0,-0.025731924639571635,-0.022700649173030163,-0.07627905972345916
2024-05-23,76,Extreme Greed,49624.855846018516,-0.00698108298641531,0.02624488531358593,0.0,-0.038224259806068805,0.008494788871859837,-0.06526709592708846
2024-05-24,74,Greed,49763.25572146473,0.0027889224681207914,-0.009463497773025464,-2.0,-0.05245152610658976,-0.011458374792872372,-0.061406726444493964
2024-05-25,76,Extreme Greed,47315.223246825604,-0.04919357544332048,-0.05780860322867354,2.0,0.019877633375632975,0.0316906529591745,-0.014198006859266199
2024-05-26,75,Greed,47078.86177416285,-0.004995463540978129,-0.09823111330604561,-1.0,0.0339341848693937,0.027224348816813126,-0.056289390251129
2024-05-27,74,Greed,47522.569493111165,0.009424775838396071,-0.026449117955620105,-1.0,0.01122683614536446,-0.019091296550635573,-0.06526371946237575
2024-05-28,72,Greed,49302.046502046855,0.03744488204059837,-0.01080712538883144,-2.0,-0.01227710821573802,-0.04702393683383932,-0.09720586066057679
2024-05-29,72,Greed,48687.80641212876,-0.012458713856687287,-0.025731924639571635,0.0,0.003111336133455822,-0.028221833598720547,-0.02907566677851048
2024-05-30,73,Greed,47727.98246332159,-0.019713846639187738,-0.038224259806068805,1.0,0.04857582357869461,-0.008058088386126205,-0.013833163133500914
2024-05-31,73,Greed,47153.09701484142,-0.012045039802844437,-0.05245152610658976,0.0,0.043262326353900926,-0.0013526152632572508,0.0061975405811134365
2024-06-01,72,Greed,48255.73790761223,0.02338427298685719,0.019877633375632975,-1.0,0.011582781303324019,-0.05821498934463665,-0.01717343612748279
2024-06-02,73,Greed,48676.44457304792,0.008718272348070766,0.0339341848693937,1.0,-0.006489616216169614,-0.07570897654124753,-0.05366683906500802
2024-06-03,73,Greed,48056.097594017025,-0.012744295202168132,0.01122683614536446,0.0,-0.02998153491611044,-0.07133407574562889,-0.013605440021472459
2024-06-04,73,Greed,48696.75994188388,0.013331551664457653,-0.01227710821573802,0.0,-0.0351787215899525,-0.10147849538895326,-0.007819323839014292
2024-06-05,75,Greed,48839.290543477524,0.002926901127790593,0.003111336133455822,2.0,-0.031235984086224966,-0.10726954304700376,0.009319675229231272
2024-06-06,78,Extreme Greed,50046.40851922693,0.02471612429903769,0.04857582357869461,3.0,-0.05401031636561515,-0.11957133208744442,-0.03695124514707104
2024-06-07,77,Extreme Greed,49193.04968649464,-0.017051350096469742,0.043262326353900926,-1.0,-0.04276483535361908,-0.061619923986982794,0.01457753784781235
2024-06-08,72,Greed,48814.67356642662,-0.007691658119986289,0.011582781303324019,-5.0,-0.06899857524070663,-0.049753235448214084,-0.012909845713074741
2024-06-09,75,Greed,48360.553129001186,-0.009302949384829451,-0.006489616216169614,3.0,-0.06967150163187297,-0.034182736376116796,0.011444275509157498
2024-06-10,72,Greed,46615.30202606999,-0.03608831971536297,-0.02998153491611044,-3.0,-0.04263067386654562,0.0006036506324411661,0.10726386625571904
2024-06-11,74,Greed,46983.67018155559,0.007902301164531611,-0.0351787215899525,2.0,-0.06871715548008817,-0.054377378789375985,0.07188865796641708
2024-06-12,72,Greed,47313.74724127894,0.007025357075082894,-0.031235984086224966,-2.0,-0.07848511888528509,-0.061138201059114605,0.0498342369927931
2024-06-13,70,Greed,47343.38616214066,0.0006264335967847146,-0.05401031636561515,-2.0,-0.06930415506218979,-0.05985603803133044,0.05227440064411337
2024-06-14,74,Greed,47089.31701610929,-0.00536651825370571,-0.04276483535361908,4.0,-0.01969744669830331,0.0038832366275609598,0.04512105252227938
2024-06-15,74,Greed,45446.530639503006,-0.03488660445094771,-0.06899857524070663,0.0,0.020671654500924452,0.03567319294910898,0.04141403553164458
2024-06-16,71,Greed,44991.2007727557,-0.010019023682118489,-0.06967150163187297,-3.0,0.03814648838341128,0.05454687654939128,0.0542349123943664
2024-06-17,71,Greed,44628.06028820608,-0.00807136680756293,-0.04263067386654562,0.0,0.04515950461207918,0.06271750931117448,0.03506829589199034
2024-06-18,74,Greed,43755.086012664455,-0.01956110729222804,-0.06871715548008817,3.0,0.015397874850904714,0.05277209699820018,0.0686940516303991
2024-06-19,64,Greed,43600.32216413884,-0.003537048206940341,-0.07848511888528509,-10.0,0.018824349103496507,0.08720006843261041,0.04831599694862154
2024-06-20,60,Greed,44062.292786390535,0.010595578182027054,-0.06930415506218979,-4.0,0.010151669938411212,0.09653813159969848,0.07798168181906662
2024-06-21,63,Greed,46161.77770412497,0.047648108733526984,-0.01969744669830331,3.0,0.024054495468203818,0.06786305297258721,0.009261597992363813
2024-06-22,53,Neutral,46385.98561914849,0.004857003481550937,0.020671654500924452,-10.0,0.014697712415183917,0.0390451073956779,-0.0032609364325785206
2024-06-23,55,Greed,46707.45709038935,0.0069303576705321834,0.03814648838341128,2.0,0.015797759130812494,0.06856948203284818,0.01044468714770086
2024-06-24,51,Neutral,46643.441382619465,-0.001370567180439708,0.04515950461207918,-4.0,0.0167993541862419,0.03303877745403061,-0.018863383364575603
2024-06-25,30,Fear,44428.821351178034,-0.0474797734857243,0.015397874850904714,-21.0,0.036807465401464734,0.10095211025641504,0.03634628522696026
2024-06-26,46,Fear,44421.0698495815,-0.00017447011558702208,0.018824349103496507,16.0,0.06711237259816216,0.1619584967864207,0.07084560476253365
2024-06-27,40,Fear,44509.59863948761,0.0019929459197152166,0.010151669938411212,-6.0,0.08551830802453098,0.13146972151227976,0.026224446667591828
2024-06-28,47,Neutral,47272.17597671308,0.06206700176295432,0.024054495468203818,7.0,0.042779517787628896,0.05075746373060652,-0.028876975300001106
2024-06-29,30,Fear,47067.75349587359,-0.004324372141028321,0.014697712415183917,-17.0,0.023994727378011005,0.058436606765116084,-0.017910280741311846
2024-06-30,47,Neutral,47445.33024711608,0.008021983697938495,0.015797759130812494,17.0,0.05195101330720675,0.03727882820296857,-0.0062741692531692594
2024-07-01,53,Neutral,47427.0210748713,-0.0003859004068349492,0.0167993541862419,6.0,0.015971118786543004,-0.002074053955837929,-0.03621760984966693
2024-07-02,51,Neutral,46064.133655889374,-0.028736517455532073,0.036807465401464734,-2.0,0.061867460445139466,0.029679510734037073,-0.04004858566420533
2024-07-03,50,Neutral,47402.2732405356,0.029049489883875124,0.06711237259816216,-1.0,0.08888110251906367,-0.025508965000925365,-0.05459139536416657
2024-07-04,44,Fear,48315.98420598755,0.01927567821094711,0.08551830802453098,-6.0,0.042331311363484225,-0.03218777556194008,-0.06520475185658359
2024-07-05,29,Fear,49294.4568697688,0.020251531245015775,0.042779517787628896,-15.0,0.007650654627263664,-0.0727777908673678,-0.07765064891732687
2024-07-06,26,Fear,48197.13140930251,-0.02226062584207633,0.023994727378011005,-3.0,0.033634821026173656,-0.014498516948878826,-0.04810078076225088
2024-07-07,29,Fear,49910.16323014883,0.03554219454055918,0.05195101330720675,3.0,-0.013947593489273435,-0.06653662267145988,-0.09603224924729037
2024-07-08,28,Fear,48184.48366214995,-0.0345757147705833,0.015971118786543004,-1.0,-0.017761501689077308,-0.040464474147713925,-0.057849439938829184
2024-07-09,27,Fear,48914.00462278473,0.015140163496404346,0.061867460445139466,-1.0,-0.03031258693774186,-0.03513723255488688,-0.06473571345451568
2024-07-10,28,Fear,51615.439548064314,0.05522825101139284,0.08888110251906367,1.0,-0.10505285403094444,-0.11337404724102107,-0.1291676948011522
2024-07-11,29,Fear,50361.26317724439,-0.024298473127445375,0.042331311363484225,1.0,-0.07149270688985154,-0.08573294116438457,-0.0655040554428562
2024-07-12,25,Extreme Fear,49671.591734317946,-0.013694482612542469,0.007650654627263664,-4.0,-0.07981778717186716,-0.0423478341160306,-0.04094121475394774
2024-07-13,25,Extreme Fear,49818.233298229374,0.002952221960105028,0.033634821026173656,0.0,-0.04656706314060388,-0.08313010696771927,-0.07187890291188104
2024-07-14,33,Fear,49214.03656243143,-0.012128024134878679,-0.013947593489273435,8.0,-0.05333289471730962,-0.06719501741297151,-0.04470821467249786
2024-07-15,52,Neutral,47328.65487419735,-0.0383098363785368,-0.017761501689077308,19.0,-0.02311350298087178,-0.0233240953124898,-0.030485837659628756
2024-07-16,65,Greed,47431.29460518346,0.0021686593726133463,-0.03031258693774186,13.0,-0.004975464827277509,-0.005980110656294446,-0.013188350433398943
2024-07-17,69,Greed,46193.090311478474,-0.0261052181689696,-0.10505285403094444,4.0,-0.00929797167079216,-0.010472617851864818,0.04298544798301407
2024-07-18,61,Greed,46760.800150310984,0.012289929835922697,-0.07149270688985154,-8.0,-0.0153366962006658,-0.05435043645569437,0.009559885637437926
2024-07-19,60,Greed,45706.91519678028,-0.022537786995582287,-0.07981778717186716,-1.0,0.04072014491637965,-0.01952435844854128,0.05808681317375575
2024-07-20,74,Greed,47498.34448267739,0.03919383485375327,-0.04656706314060388,14.0,-0.038348836518647955,-0.049113123056291785,0.02905267186122673
2024-07-21,74,Greed,46589.309531833445,-0.019138244937683457,-0.05333289471730962,0.0,-0.014643080570040934,-0.02409563990774155,0.07106517499285037
2024-07-22,70,Greed,46234.72386868194,-0.007610880408288168,-0.02311350298087178,-4.0,-0.00021557502561520003,-0.007697939576292723,0.1308385595831858
2024-07-23,71,Greed,47195.30186716313,0.020776116262951394,-0.004975464827277509,1.0,-0.0010096694036217935,-0.04403243098548315,0.10141237949834947
2024-07-24,69,Greed,45763.588266376006,-0.03033593481013963,-0.00929797167079216,-2.0,-0.001185670511903325,-0.00800964285600858,0.11485859889034544
2024-07-25,68,Greed,46043.643964305615,0.006119618424575757,-0.0153366962006658,-1.0,-0.039621401655259736,-0.0064313399895954415,0.0838151851403297
2024-07-26,68,Greed,47568.107407273856,0.03310909632065728,0.04072014491637965,0.0,-0.05788732317635836,-0.05507293320189233,0.028039939825592608
2024-07-27,72,Greed,45676.83823520477,-0.039759184780597034,-0.038348836518647955,4.0,-0.011193546003391841,0.030333928972282376,0.06890155499496431
2024-07-28,71,Greed,45907.09851865623,0.005041073164166354,-0.014643080570040934,-1.0,-0.00959303086151675,0.037703927434951545,0.07296372669992635
2024-07-29,74,Greed,46224.75681689964,0.006919589965249218,-0.00021557502561520003,3.0,-0.007483977909407025,0.0002725060706054716,0.0733111375250457
2024-07-30,67,Greed,47147.65021487316,0.019965348906630043,-0.0010096694036217935,-7.0,-0.043066244251010466,-0.0028397038530000307,0.07440464948110392
2024-07-31,61,Greed,45709.32772924968,-0.03050676924657736,-0.001185670511903325,-6.0,-0.006832072931515332,0.0038607755696955515,0.10892915477151544
2024-08-01,52,Neutral,44219.330253124084,-0.03259723015291993,-0.039621401655259736,-9.0,0.034559351617027945,0.05849079582370442,0.18831428971502473
2024-08-02,57,Greed,44814.517000901265,0.013459877035001622,-0.05788732317635836,5.0,0.0029873178057160388,0.07506951355223301,0.16514310938599452
2024-08-03,37,Fear,45165.55244512952,0.007833074363407633,-0.011193546003391841,-20.0,0.04199757678343041,0.04521754957862267,0.23506599566605257
2024-08-04,34,Fear,45466.710305804074,0.0066678662026866675,-0.00959303086151675,-3.0,0.04775507419703451,0.06367678495513873,0.24645342050303687
2024-08-05,26,Fear,45878.81175801425,0.00906380623182157,-0.007483977909407025,-8.0,0.007814971050718711,0.06537847049506285,0.20916293490112592
2024-08-06,17,Extreme Fear,45117.177994858226,-0.016600991481061644,-0.043066244251010466,-9.0,0.042036912332061194,0.10601303503947279,0.19702646418151115
2024-08-07,29,Fear,45397.03826855291,0.006202964948884393,-0.006832072931515332,12.0,0.010766405367894638,0.15170527718334448,0.20435024098907384
2024-08-08,20,Extreme Fear,45747.52163561128,0.0077204016038454615,0.034559351617027945,-9.0,0.02313201670766518,0.1362689796553056,0.18879809582338436
2024-08-09,48,Neutral,44948.39220549262,-0.017468256236565005,0.0029873178057160388,28.0,0.07186750467016334,0.13507797256899567,0.23188236623635472
2024-08-10,40,Fear,47062.396201909905,0.04703180453602429,0.04199757678343041,-8.0,0.0030901922105539548,0.06035400946465508,0.1908046513276742
2024-08-11,39,Fear,47637.97642995282,0.012230151341498186,0.04775507419703451,-1.0,0.015196023527069169,0.02653214811709792,0.1746086472516024
2024-08-12,25,Extreme Fear,46237.35334374451,-0.029401397606965807,0.007814971050718711,-14.0,0.05711713072125724,0.055943731335333036,0.18490949778786736
2024-08-13,31,Fear,47013.764850898086,0.016791867418999296,0.042036912332061194,6.0,0.061395255724899345,0.04770702080067779,0.12153093829011885
2024-08-14,30,Fear,45885.80118505398,-0.02399220035709526,0.010766405367894638,-1.0,0.13943762976980967,0.08123962183590239,0.13658724135525957
2024-08-15,29,Fear,46805.75407042052,0.020048748449579046,0.02313201670766518,-1.0,0.11057904659430307,0.0822527189019473,0.1384047686207468
2024-08-16,27,Fear,48178.7209922372,0.02933329350385039,0.07186750467016334,-2.0,0.05897227747218947,0.0520911539378186,0.11217750810391403
2024-08-17,25,Extreme Fear,47207.82805206305,-0.020151903582716124,0.0030901922105539548,-2.0,0.057087406196153045,0.11308789642820471,0.10000020999844828
2024-08-18,31,Fear,48361.88424056435,0.024446288594945687,0.015196023527069169,6.0,0.011166439118470706,0.07967930745479768,0.07867873895262822
2024-08-19,28,Fear,48878.298298884125,0.010678121136699303,0.05711713072125724,-3.0,-0.0011099994048185957,0.14125163808586816,0.0778368773880056
2024-08-20,30,Fear,49900.18696650926,0.020906797151087897,0.061395255724899345,2.0,-0.012896453842610178,0.1357099046086927,0.03270275130430034
2024-08-21,26,Fear,52284.008542386626,0.047771796475978734,0.13943762976980967,-4.0,-0.051076080351729725,0.06103109194703893,-0.010348032318220679
2024-08-22,39,Fear,51981.48973065504,-0.005786067674714235,0.11057904659430307,13.0,-0.0255059086331777,0.03895552683985115,-0.0028947383975924668
2024-08-23,34,Fear,51019.92989484661,-0.018498120019083797,0.05897227747218947,-5.0,-0.006497926037116186,0.0716191514101705,-0.012884144521102425
2024-08-24,56,Greed,49902.80050770932,-0.021895941241779848,0.057087406196153045,22.0,0.052976215499118684,0.08980991158305995,0.01848259703315125
2024-08-25,54,Neutral,48901.914276591146,-0.0200567146720263,0.011166439118470706,-2.0,0.06775627204959056,0.13228965711732021,0.054144860231593706
2024-08-26,55,Greed,48824.04341686382,-0.0015923887823059424,-0.0011099994048185957,1.0,0.14251983442206995,0.14783857251165822,0.08466022943795326
2024-08-27,48,Neutral,49256.651508558054,0.008860554378927521,-0.012896453842610178,-7.0,0.1505478923966992,0.1360085864234717,0.10370566353342303
2024-08-28,30,Fear,49613.546320965164,0.007245616611699646,-0.051076080351729725,-18.0,0.11814137042759176,0.104276617824135,0.05827455095849987
2024-08-29,29,Fear,50655.65460296849,0.021004511051510244,-0.0255059086331777,-1.0,0.06614861602969335,0.04089843905973023,0.012433560606317284
2024-08-30,34,Fear,50688.40616397104,0.0006465529121921776,-0.006497926037116186,5.0,0.07862799635202866,0.028898324748797055,0.025029928000773305
2024-08-31,29,Fear,52546.46202141525,0.03665642694373972,0.052976215499118684,-5.0,0.0349805584796441,0.014033896534096924,0.0017000094930044174
2024-09-01,26,Fear,52215.325684061616,-0.006301781787300564,0.06775627204959056,-3.0,0.060438310461858435,0.026198518438735885,0.02124825068994851
2024-09-02,26,Fear,55782.438000451206,0.06831542788745693,0.14251983442206995,0.0,0.0046552698074415755,-0.06908656860031892,0.04821909210150688
2024-09-03,26,Fear,56672.13657969017,0.01594943876837651,0.1505478923966992,0.0,-0.012636854205991255,-0.07949586067520475,0.0467031856784661
2024-09-04,27,Fear,55474.958675096794,-0.021124629788925375,0.11814137042759176,1.0,-0.012399820783086324,-0.050331290572758425,0.09986693109554601
2024-09-05,29,Fear,54006.456049033026,-0.026471450563206878,0.06614861602969335,2.0,-0.023683543354391046,-0.04581666450902455,0.15694690071376005
2024-09-06,22,Extreme Fear,54673.93397892191,0.012359224780142508,0.07862799635202866,-7.0,-0.046104562250766645,-0.05360803281117432,0.16166040237119006
2024-09-07,23,Extreme Fear,54384.56660905377,-0.005292601955068643,0.0349805584796441,1.0,-0.020238700885664263,-0.04695357252807475,0.15886551751806754
2024-09-08,29,Fear,55371.13174862198,0.018140535101808908,0.060438310461858435,6.0,-0.03228833934546349,-0.09045417432923852,0.1600341144124484
2024-09-09,26,Fear,56042.12029986019,0.012118021251297684,0.0046552698074415755,-3.0,-0.0734001409477445,-0.0930904543159149,0.124218737923814
